SR_Number,Unnamed: 0,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Assigned,# ACTIVITY=Closed,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer,# ACTIVITY=Unmatched,# ACTIVITY=Cancelled,lead_time
1-734682252,26898,Accepted,In Progress,E_4,Org line C,G88 2nd,Medium,PROD815,us,Sweden,25.016,4.369,43134.629,Friday,6,3,0,1,0,0,0,0,0,0,0,0,0,1095.822
1-734682252,26899,Completed,Resolved,E_4,Org line C,G88 2nd,Medium,PROD815,us,Sweden,434.924,409.908,43544.537,Friday,7,3,0,1,0,0,0,0,0,0,0,0,0,1095.822
1-734778898,27434,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD627,se,Sweden,0.0,0.0,43117.789,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1087.642
1-734778898,27435,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD627,se,Sweden,1.214,1.214,43119.003,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1087.642
1-734778898,27436,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD627,se,Sweden,1.889,0.675,43119.678,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1087.642
1-734778898,27437,Queued,Awaiting Assignment,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,1.89,0.001,43119.679,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1087.642
1-734778898,27438,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,2.083,0.193,43119.872,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,1087.642
1-734778898,27439,Accepted,Assigned,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,2.086,0.003,43119.875,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1087.642
1-734778898,27440,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,2.291,0.205,43120.08,Friday,3,2,0,1,0,0,0,0,0,0,0,0,0,1087.642
1-734778898,27441,Completed,Resolved,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,2.577,0.286,43120.366,Friday,4,2,0,1,0,0,0,0,0,0,0,0,0,1087.642
1-734778898,27442,Unmatched,Unmatched,E_10,Org line C,G140 2nd,Medium,PROD627,se,0,426.689,424.112,43544.478,Friday,4,2,1,1,0,0,0,0,0,0,0,0,0,1087.642
1-734778898,27443,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,427.404,0.715,43545.193,Friday,4,2,1,1,0,0,0,0,0,0,0,1,0,1087.642
1-734778898,27444,Accepted,Assigned,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,427.407,0.003,43545.196,Friday,5,2,1,1,0,0,0,0,0,0,0,1,0,1087.642
1-734778898,27445,Accepted,In Progress,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,431.706,4.299,43549.495,Friday,5,2,1,2,0,0,0,0,0,0,0,1,0,1087.642
1-734778898,27446,Accepted,Wait - User,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,432.212,0.506,43550.001,Friday,6,2,1,2,0,0,0,0,0,0,0,1,0,1087.642
1-734778898,27447,Completed,Resolved,E_10,Org line C,G140 2nd,Medium,PROD627,se,Sweden,434.653,2.441,43552.442,Friday,6,2,1,2,0,1,0,0,0,0,0,1,0,1087.642
1-734802554,27690,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,0.0,0.0,43117.86,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1519.845
1-734802554,27691,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,0.044,0.044,43117.904,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1519.845
1-734802554,27692,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,0.195,0.151,43118.055,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1519.845
1-734802554,27693,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,Sweden,59.654,59.459,43177.514,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1519.845
1-734802554,27694,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD39,pl,Sweden,59.658,0.004,43177.518,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1519.845
1-734802554,27695,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,Japan,331.596,271.938,43449.456,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1519.845
1-734802554,27696,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD39,pl,Japan,331.605,0.009,43449.465,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,1519.845
1-734802554,27697,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,Japan,948.067,616.462,44065.927,Friday,4,2,0,0,0,1,0,0,0,0,0,0,0,1519.845
1-734802554,27698,Accepted,Wait,V3_2,Org line C,G97,Low,PROD39,pl,Japan,949.008,0.941,44066.868,Friday,5,2,0,0,0,1,0,0,0,0,0,0,0,1519.845
1-734802554,27699,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,Japan,1012.487,63.479,44130.347,Friday,5,2,0,0,0,1,0,1,0,0,0,0,0,1519.845
1-734802554,27700,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD39,pl,Japan,1012.916,0.429,44130.776,Friday,6,2,0,0,0,1,0,1,0,0,0,0,0,1519.845
1-734802554,27701,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1038.589,25.673,44156.449,Friday,6,3,0,0,0,1,0,1,0,0,0,0,0,1519.845
1-734802554,27702,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1038.65,0.061,44156.51,Friday,7,3,0,0,0,1,0,1,0,0,0,0,0,1519.845
1-734802554,27703,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1039.717,1.067,44157.577,Friday,7,3,0,1,0,1,0,1,0,0,0,0,0,1519.845
1-734802554,27704,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1039.748,0.031,44157.608,Friday,8,3,0,1,0,1,0,1,0,0,0,0,0,1519.845
1-734802554,27705,Queued,Awaiting Assignment,A2_1,Org line A2,M2 2nd,Low,PROD39,pl,POLAND,1040.049,0.301,44157.909,Friday,8,3,0,1,0,2,0,1,0,0,0,0,0,1519.845
1-734802554,27706,Accepted,In Progress,A2_1,Org line A2,M2 2nd,Low,PROD39,pl,Sweden,1046.047,5.998,44163.907,Friday,8,4,0,1,0,2,0,1,0,0,0,0,0,1519.845
1-734802554,27707,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD39,pl,Sweden,1046.461,0.414,44164.321,Friday,9,4,0,1,0,2,0,1,0,0,0,0,0,1519.845
1-734802554,27708,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1123.917,77.456,44241.777,Friday,9,5,0,1,0,2,0,1,0,0,0,0,0,1519.845
1-734802554,27709,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1123.921,0.004,44241.781,Friday,10,5,0,1,0,2,0,1,0,0,0,0,0,1519.845
1-734802554,27710,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1123.922,0.001,44241.782,Friday,10,5,0,2,0,2,0,1,0,0,0,0,0,1519.845
1-734802554,27711,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1125.426,1.504,44243.286,Friday,10,5,0,3,0,2,0,1,0,0,0,0,0,1519.845
1-734802554,27712,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1125.432,0.006,44243.292,Friday,11,5,0,3,0,2,0,1,0,0,0,0,0,1519.845
1-734802554,27713,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1459.964,334.532,44577.824,Friday,11,5,0,3,0,3,0,1,0,0,0,0,0,1519.845
1-734802554,27714,Completed,Resolved,V3_2,Org line C,G97,Low,PROD39,pl,POLAND,1460.47,0.506,44578.33,Friday,12,5,0,3,0,3,0,1,0,0,0,0,0,1519.845
1-734811981,27856,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD424,pl,Sweden,0.0,0.0,43119.472,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27857,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,POLAND,0.658,0.658,43120.13,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27858,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD424,pl,POLAND,0.666,0.008,43120.138,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27859,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,Brazil,26.584,25.918,43146.056,Friday,1,2,0,0,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27860,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD424,pl,Brazil,26.617,0.033,43146.089,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27861,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,Sweden,57.077,30.46,43176.549,Friday,2,3,0,0,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27862,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD424,pl,Sweden,57.085,0.008,43176.557,Friday,3,3,0,0,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27863,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,POLAND,1038.456,981.371,44157.928,Friday,3,4,0,0,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27864,Accepted,Assigned,missing,Other,S56,Medium,PROD424,pl,POLAND,1038.462,0.006,44157.934,Friday,4,4,0,0,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27865,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,POLAND,1038.514,0.052,44157.986,Friday,4,4,0,1,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27866,Accepted,Wait - User,missing,Other,S56,Medium,PROD424,pl,POLAND,1038.539,0.025,44158.011,Friday,5,4,0,1,0,0,0,0,0,0,0,0,0,2209.331
1-734811981,27867,Completed,Resolved,missing,Other,S56,Medium,PROD424,pl,POLAND,1228.997,190.458,44348.469,Friday,5,4,0,1,0,1,0,0,0,0,0,0,0,2209.331
1-734811981,27868,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,POLAND,1461.458,232.461,44580.93,Friday,5,4,1,1,0,1,0,0,0,0,0,0,0,2209.331
1-734811981,27869,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD424,pl,Sweden,1461.46,0.002,44580.932,Friday,6,4,1,1,0,1,0,0,0,0,0,0,0,2209.331
1-734811981,27870,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,POLAND,1461.543,0.083,44581.015,Friday,6,5,1,1,0,1,0,0,0,0,0,0,0,2209.331
1-734811981,27871,Accepted,Wait - User,missing,Other,S56,Medium,PROD424,pl,POLAND,1462.479,0.936,44581.951,Friday,7,5,1,1,0,1,0,0,0,0,0,0,0,2209.331
1-734811981,27872,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,POLAND,1470.686,8.207,44590.158,Friday,7,5,1,1,0,2,0,0,0,0,0,0,0,2209.331
1-734811981,27873,Accepted,Wait - User,missing,Other,S56,Medium,PROD424,pl,POLAND,1472.39,1.704,44591.862,Friday,8,5,1,1,0,2,0,0,0,0,0,0,0,2209.331
1-734811981,27874,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,POLAND,1549.031,76.641,44668.503,Friday,8,5,1,1,0,3,0,0,0,0,0,0,0,2209.331
1-734811981,27875,Accepted,In Progress,missing,Other,S56,Medium,PROD424,pl,POLAND,1549.117,0.086,44668.589,Friday,9,5,1,1,0,3,0,0,0,0,0,0,0,2209.331
1-734811981,27876,Completed,Resolved,missing,Other,S56,Medium,PROD424,pl,POLAND,1550.37,1.253,44669.842,Friday,10,5,1,1,0,3,0,0,0,0,0,0,0,2209.331
1-734812441,27999,Queued,Awaiting Assignment,missing,Other,S56,Medium,PROD424,se,Sweden,0.0,0.0,43134.269,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1589.769
1-734812441,28000,Accepted,In Progress,missing,Other,S56,Medium,PROD424,se,POLAND,0.571,0.571,43134.84,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,1589.769
1-734812441,28001,Accepted,Assigned,missing,Other,S56,Medium,PROD424,se,POLAND,0.576,0.005,43134.845,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,1589.769
1-734812441,28002,Accepted,In Progress,missing,Other,S56,Medium,PROD424,se,POLAND,0.778,0.202,43135.047,Friday,1,1,0,1,0,0,0,0,0,0,0,0,0,1589.769
1-734812441,28003,Accepted,Wait - User,missing,Other,S56,Medium,PROD424,se,POLAND,1.246,0.468,43135.515,Friday,2,1,0,1,0,0,0,0,0,0,0,0,0,1589.769
1-734812441,28004,Accepted,In Progress,missing,Other,S56,Medium,PROD424,se,POLAND,411.944,410.698,43546.213,Friday,2,1,0,1,0,1,0,0,0,0,0,0,0,1589.769
1-734812441,28005,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Medium,PROD424,se,POLAND,416.05,4.106,43550.319,Friday,3,1,0,1,0,1,0,0,0,0,0,0,0,1589.769
1-734812441,28006,Accepted,In Progress,E_10,Org line B,G230 2nd,Medium,PROD424,se,INDIA,416.619,0.569,43550.888,Friday,3,2,0,1,0,1,0,0,0,0,0,0,0,1589.769
1-734812441,28007,Accepted,Assigned,E_10,Org line B,G230 2nd,Medium,PROD424,se,INDIA,416.646,0.027,43550.915,Friday,4,2,0,1,0,1,0,0,0,0,0,0,0,1589.769
1-734812441,28008,Accepted,In Progress,E_10,Org line B,G230 2nd,Medium,PROD424,se,INDIA,416.851,0.205,43551.12,Friday,4,2,0,2,0,1,0,0,0,0,0,0,0,1589.769
1-734812441,28009,Accepted,Wait,E_10,Org line B,G230 2nd,Medium,PROD424,se,INDIA,416.956,0.105,43551.225,Friday,5,2,0,2,0,1,0,0,0,0,0,0,0,1589.769
1-734812441,28010,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD424,se,INDIA,431.097,14.141,43565.366,Friday,5,2,0,2,0,1,0,1,0,0,0,0,0,1589.769
1-734812441,28011,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD424,se,POLAND,501.323,70.226,43635.592,Friday,5,3,0,2,0,1,0,1,0,0,0,0,0,1589.769
1-734812441,28012,Queued,Awaiting Assignment,V3_2,Org line C,M8,Medium,PROD424,se,POLAND,501.738,0.415,43636.007,Friday,6,3,0,2,0,1,0,1,0,0,0,0,0,1589.769
1-734812441,28013,Accepted,In Progress,V3_2,Org line C,M8,Medium,PROD424,se,Sweden,503.729,1.991,43637.998,Friday,6,4,0,2,0,1,0,1,0,0,0,0,0,1589.769
1-734812441,28014,Queued,Awaiting Assignment,V3_2,Org line C,M8,Medium,PROD424,se,Sweden,503.736,0.007,43638.005,Friday,7,4,0,2,0,1,0,1,0,0,0,0,0,1589.769
1-734812441,28015,Accepted,In Progress,V3_2,Org line C,M8,Medium,PROD424,se,Sweden,506.019,2.283,43640.288,Friday,7,5,0,2,0,1,0,1,0,0,0,0,0,1589.769
1-734812441,28016,Accepted,Wait - User,V3_2,Org line C,M8,Medium,PROD424,se,Sweden,506.021,0.002,43640.29,Friday,8,5,0,2,0,1,0,1,0,0,0,0,0,1589.769
1-734812441,28017,Completed,Resolved,V3_2,Org line C,M8,Medium,PROD424,se,Sweden,945.496,439.475,44079.765,Friday,8,5,0,2,0,2,0,1,0,0,0,0,0,1589.769
1-734812471,28034,Queued,Awaiting Assignment,missing,Other,S56,Low,PROD455,se,Sweden,0.0,0.0,43135.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28035,Accepted,In Progress,missing,Other,S56,Low,PROD455,se,POLAND,0.974,0.974,43135.974,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28036,Accepted,Assigned,missing,Other,S56,Low,PROD455,se,POLAND,1.028,0.054,43136.028,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28037,Accepted,In Progress,missing,Other,S56,Low,PROD455,se,POLAND,1.079,0.051,43136.079,Friday,1,1,0,1,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28038,Accepted,In Progress,missing,Other,S56,Low,PROD455,se,POLAND,1.085,0.006,43136.085,Friday,2,1,0,1,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28039,Queued,Awaiting Assignment,V3_2,Org line C,S49,Low,PROD455,se,POLAND,1.686,0.601,43136.686,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28040,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,Sweden,229.517,227.831,43364.517,Friday,3,2,0,1,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28041,Queued,Awaiting Assignment,V3_2,Org line C,S49,Low,PROD455,se,Sweden,229.525,0.008,43364.525,Friday,4,2,0,1,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28042,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,POLAND,412.369,182.844,43547.369,Friday,4,3,0,1,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28043,Accepted,Assigned,V3_2,Org line C,S49,Low,PROD455,se,POLAND,412.376,0.007,43547.376,Friday,5,3,0,1,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28044,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,POLAND,414.077,1.701,43549.077,Friday,5,3,0,2,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28045,Accepted,Wait - User,V3_2,Org line C,S49,Low,PROD455,se,POLAND,414.539,0.462,43549.539,Friday,6,3,0,2,0,0,0,0,0,0,0,0,0,1070.416
1-734812471,28046,Accepted,Assigned,V3_2,Org line C,S49,Low,PROD455,se,POLAND,414.859,0.32,43549.859,Friday,6,3,0,2,0,1,0,0,0,0,0,0,0,1070.416
1-734812471,28047,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,POLAND,419.336,4.477,43554.336,Friday,6,3,0,3,0,1,0,0,0,0,0,0,0,1070.416
1-734812471,28048,Accepted,Wait - User,V3_2,Org line C,S49,Low,PROD455,se,POLAND,419.351,0.015,43554.351,Friday,7,3,0,3,0,1,0,0,0,0,0,0,0,1070.416
1-734812471,28049,Accepted,Assigned,V3_2,Org line C,S49,Low,PROD455,se,POLAND,428.114,8.763,43563.114,Friday,7,3,0,3,0,2,0,0,0,0,0,0,0,1070.416
1-734812471,28050,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,POLAND,428.596,0.482,43563.596,Friday,7,3,0,4,0,2,0,0,0,0,0,0,0,1070.416
1-734812471,28051,Completed,Resolved,V3_2,Org line C,S49,Low,PROD455,se,POLAND,428.617,0.021,43563.617,Friday,8,3,0,4,0,2,0,0,0,0,0,0,0,1070.416
1-734812891,28120,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD618,pl,RUSSIAN FEDERATION,0.0,0.0,43220.137,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28121,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD618,pl,Sweden,16.865,16.865,43237.002,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28122,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD618,pl,Sweden,16.914,0.049,43237.051,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28123,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD618,pl,Brazil,281.127,264.213,43501.264,Friday,1,2,0,0,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28124,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD618,pl,Brazil,281.332,0.205,43501.469,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28125,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD618,pl,POLAND,417.026,135.694,43637.163,Friday,2,3,0,0,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28126,Accepted,Assigned,V3_2,Org line C,G97,Medium,PROD618,pl,POLAND,417.03,0.004,43637.167,Friday,3,3,0,0,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28127,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD618,pl,POLAND,420.934,3.904,43641.071,Friday,3,3,0,1,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28128,Accepted,Assigned,V3_2,Org line C,G97,Medium,PROD618,pl,POLAND,420.938,0.004,43641.075,Friday,4,3,0,1,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28129,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD618,pl,POLAND,424.566,3.628,43644.703,Friday,4,3,0,2,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28130,Accepted,Wait - Implementation,V3_2,Org line C,G97,Medium,PROD618,pl,POLAND,426.264,1.698,43646.401,Friday,5,3,0,2,0,0,0,0,0,0,0,0,0,1024.792
1-734812891,28131,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD618,pl,POLAND,1024.78,598.516,44244.917,Friday,5,3,0,2,0,0,1,0,0,0,0,0,0,1024.792
1-734812891,28132,Completed,Resolved,V3_2,Org line C,G97,Medium,PROD618,pl,POLAND,1024.79,0.01,44244.927,Friday,6,3,0,2,0,0,1,0,0,0,0,0,0,1024.792
1-734847634,28248,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD514,be,POLAND,0.0,0.0,43121.099,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1602.943
1-734847634,28249,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD514,be,POLAND,0.033,0.033,43121.132,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1602.943
1-734847634,28250,Queued,Awaiting Assignment,A2_4,Org line A2,G305 2nd,Low,PROD514,be,POLAND,0.095,0.062,43121.194,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1602.943
1-734847634,28251,Accepted,In Progress,A2_4,Org line A2,G305 2nd,Low,PROD514,be,Brazil,17.694,17.599,43138.793,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1602.943
1-734847634,28252,Completed,Resolved,A2_4,Org line A2,G305 2nd,Low,PROD514,be,Brazil,975.785,958.091,44096.884,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1602.943
1-734862971,28359,Accepted,In Progress,missing,Org line V9,V44 2nd,Medium,PROD189,se,Sweden,0.0,0.0,43120.209,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1085.22
1-734862971,28360,Accepted,In Progress,missing,Org line V9,V44 2nd,Medium,PROD189,se,Sweden,0.014,0.014,43120.223,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1085.22
1-734862971,28361,Queued,Awaiting Assignment,A2_3,Org line A2,N27 3rd,Medium,PROD189,se,Sweden,0.249,0.235,43120.458,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1085.22
1-734862971,28362,Accepted,In Progress,A2_3,Org line A2,N27 3rd,Medium,PROD189,se,Sweden,8.425,8.176,43128.634,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1085.22
1-734862971,28363,Accepted,Assigned,A2_3,Org line A2,N27 3rd,Medium,PROD189,se,Sweden,8.434,0.009,43128.643,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1085.22
1-734862971,28364,Accepted,In Progress,A2_3,Org line A2,N27 3rd,Medium,PROD189,se,Sweden,9.974,1.54,43130.183,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,1085.22
1-734862971,28365,Queued,Awaiting Assignment,A2_3,Org line A2,N27 3rd,Medium,PROD189,se,Sweden,9.988,0.014,43130.197,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,1085.22
1-734862971,28366,Accepted,In Progress,A2_3,Org line A2,N27 3rd,Medium,PROD189,se,Sweden,10.038,0.05,43130.247,Friday,4,2,0,1,0,0,0,0,0,0,0,0,0,1085.22
1-734862971,28367,Accepted,Wait - User,A2_3,Org line A2,N27 3rd,Medium,PROD189,se,Sweden,10.041,0.003,43130.25,Friday,5,2,0,1,0,0,0,0,0,0,0,0,0,1085.22
1-734862971,28368,Accepted,In Progress,A2_3,Org line A2,N27 3rd,Medium,PROD189,se,Sweden,23.167,13.126,43143.376,Friday,5,2,0,1,0,1,0,0,0,0,0,0,0,1085.22
1-734862971,28369,Completed,Resolved,A2_3,Org line A2,N27 3rd,Medium,PROD189,se,Sweden,444.187,421.02,43564.396,Friday,6,2,0,1,0,1,0,0,0,0,0,0,0,1085.22
1-734879581,28482,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD38,be,Belgium,0.0,0.0,43122.922,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28483,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD38,be,Belgium,0.106,0.106,43123.028,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28484,Queued,Awaiting Assignment,missing,Org line E,A14,Medium,PROD38,be,Belgium,0.726,0.62,43123.648,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28485,Accepted,In Progress,missing,Org line E,A14,Medium,PROD38,be,0,4.285,3.559,43127.207,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28486,Queued,Awaiting Assignment,missing,Org line E,A14,Medium,PROD38,be,0,4.3,0.015,43127.222,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28487,Accepted,In Progress,missing,Org line E,A14,Medium,PROD38,be,0,418.377,414.077,43541.299,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28488,Queued,Awaiting Assignment,A2_1,Org line A2,G336 3rd,Medium,PROD38,be,0,418.446,0.069,43541.368,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28489,Accepted,In Progress,A2_1,Org line A2,G336 3rd,Medium,PROD38,be,POLAND,427.586,9.14,43550.508,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28490,Queued,Awaiting Assignment,A2_2,Org line A2,G40,Medium,PROD38,be,POLAND,427.753,0.167,43550.675,Friday,5,3,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28491,Accepted,In Progress,A2_2,Org line A2,G40,Medium,PROD38,be,Sweden,428.283,0.53,43551.205,Friday,5,4,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28492,Queued,Awaiting Assignment,A2_2,Org line A2,G38 2nd,Medium,PROD38,be,Sweden,430.766,2.483,43553.688,Friday,6,4,0,0,0,0,0,0,0,0,0,0,0,1169.237
1-734879581,28493,Accepted,In Progress,A2_2,Org line A2,G38 2nd,Medium,PROD38,be,Sweden,433.449,2.683,43556.371,Friday,6,5,0,0,0,0,0,0,0,0,0,0,0,1169.237
