,SR_Number,Change_Date+Time,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country
1,1-737309015,2012-05-01T04:53:27+01:00,Accepted,In Progress,V3_2,Org line C,N38,Low,PROD412,us,USA
0,1-737309210,2012-05-01T09:30:52+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-737309288,2012-05-01T10:22:23+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD815,pl,INDIA
0,1-737309366,2012-05-01T10:15:35+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
0,1-737309400,2012-05-01T11:17:57+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD13,se,Sweden
0,1-737309490,2012-05-01T12:04:06+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD802,se,Sweden
1,1-737309490,2012-05-01T12:06:37+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD802,se,Sweden
2,1-737309490,2012-05-01T12:09:00+01:00,Queued,Awaiting Assignment,E_5,Org line C,G81,Medium,PROD802,se,Sweden
3,1-737309490,2012-05-01T12:24:39+01:00,Accepted,In Progress,E_5,Org line C,G81,Medium,PROD802,se,INDIA
0,1-737309611,2012-05-01T12:39:02+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD505,se,Sweden
0,1-737309706,2012-05-01T13:07:51+01:00,Accepted,In Progress,V3_2,Org line C,N47,Medium,PROD482,us,USA
0,1-737309768,2012-05-01T13:26:29+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD661,se,Sweden
0,1-737309881,2012-05-01T14:38:09+01:00,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD790,br,Brazil
1,1-737309881,2012-05-01T14:40:01+01:00,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD790,br,Brazil
0,1-737309970,2012-05-01T05:05:09+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310005,2012-05-01T05:09:18+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310100,2012-05-01T05:18:08+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD379,se,0
0,1-737310123,2012-05-01T05:30:41+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310135,2012-05-01T05:32:41+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310146,2012-05-01T05:35:23+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310284,2012-05-01T06:05:18+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310306,2012-05-01T06:08:08+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD379,se,0
0,1-737310408,2012-05-01T06:18:04+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD383,se,0
0,1-737310431,2012-05-01T06:20:23+01:00,Queued,Awaiting Assignment,E_5,Org line C,G75,Medium,PROD756,pl,0
1,1-737310431,2012-05-01T06:20:48+01:00,Accepted,In Progress,E_5,Org line C,G75,Medium,PROD756,pl,INDIA
0,1-737310443,2012-05-01T06:30:02+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310533,2012-05-01T06:52:23+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310568,2012-05-01T07:03:05+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD383,se,0
0,1-737310659,2012-05-01T07:23:07+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310671,2012-05-01T07:25:46+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310761,2012-05-01T07:55:43+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737310796,2012-05-01T08:03:26+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737312961,2012-05-01T07:24:19+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD2,pl,POLAND
0,1-737313112,2012-05-01T08:41:12+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD728,be,POLAND
1,1-737313112,2012-05-01T08:41:45+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD728,be,POLAND
2,1-737313112,2012-05-01T08:43:09+01:00,Queued,Awaiting Assignment,A2_2,Org line A2,G8 2nd,Low,PROD728,be,POLAND
0,1-737313492,2012-05-01T11:21:08+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD737,be,POLAND
1,1-737313492,2012-05-01T11:21:29+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD737,be,POLAND
0,1-737313674,2012-05-01T12:59:39+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD49,be,POLAND
1,1-737313674,2012-05-01T13:00:04+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD49,be,POLAND
0,1-737313765,2012-05-01T13:27:06+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD181,pl,POLAND
1,1-737313765,2012-05-01T13:27:53+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD181,pl,POLAND
2,1-737313765,2012-05-01T14:12:20+01:00,Accepted,Assigned,A2_2,Org line A2,G21 2nd,Low,PROD181,pl,Sweden
0,1-737314763,2012-05-01T13:30:29+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,INDIA
0,1-737320974,2012-05-01T14:27:51+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD13,pl,POLAND
0,1-737321059,2012-05-01T09:18:45+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD327,be,Belgium
1,1-737321059,2012-05-01T09:19:54+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD327,be,Belgium
0,1-737321146,2012-05-01T09:59:43+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD318,be,Belgium
1,1-737321146,2012-05-01T09:59:46+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD318,be,Belgium
2,1-737321146,2012-05-01T10:03:01+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD318,be,Belgium
3,1-737321146,2012-05-01T10:24:55+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD318,be,INDIA
4,1-737321146,2012-05-01T10:28:54+01:00,Queued,Awaiting Assignment,A2_1,Org line C,D2,Medium,PROD318,be,INDIA
0,1-737321171,2012-05-01T09:56:38+01:00,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD13,pl,INDIA
0,1-737321297,2012-05-01T10:08:52+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD236,be,Belgium
1,1-737321297,2012-05-01T10:13:27+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD236,be,Belgium
2,1-737321297,2012-05-01T10:51:40+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,be,Belgium
3,1-737321297,2012-05-01T14:54:40+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,be,Brazil
4,1-737321297,2012-05-01T15:00:48+01:00,Queued,Awaiting Assignment,,Org line V11,A4,Medium,PROD236,be,Brazil
0,1-737322461,2012-05-01T10:27:54+01:00,Accepted,In Progress,,Org line V9,V45 2nd,Low,PROD5,se,Sweden
1,1-737322461,2012-05-01T10:43:27+01:00,Accepted,In Progress,,Org line V9,V45 2nd,Low,PROD5,se,Sweden
2,1-737322461,2012-05-01T10:44:12+01:00,Queued,Awaiting Assignment,A2_3,Org line A2,G331 3rd,Low,PROD5,se,Sweden
0,1-737322701,2012-05-01T11:31:27+01:00,Accepted,In Progress,D_1,Org line A2,L51 3rd,Medium,PROD607,se,Sweden
1,1-737322701,2012-05-01T11:33:21+01:00,Accepted,In Progress,D_1,Org line A2,L51 3rd,Medium,PROD607,se,Sweden
0,1-737322740,2012-05-01T11:35:18+01:00,Accepted,In Progress,D_1,Org line A2,L51 3rd,Medium,PROD607,se,Sweden
1,1-737322740,2012-05-01T11:36:49+01:00,Accepted,In Progress,D_1,Org line A2,L51 3rd,Medium,PROD607,se,Sweden
0,1-737324936,2012-05-01T08:33:40+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L31 2nd,Low,PROD357,se,0
1,1-737324936,2012-05-01T09:34:24+01:00,Accepted,In Progress,A2_1,Org line A2,L31 2nd,Low,PROD357,se,Sweden
0,1-737325535,2012-05-01T10:30:20+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L26 3rd,Low,PROD568,se,0
0,1-737325626,2012-05-01T11:00:37+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L26 3rd,Low,PROD568,se,0
0,1-737325704,2012-05-01T11:24:04+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737325728,2012-05-01T11:30:18+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L26 3rd,Low,PROD568,se,0
0,1-737325748,2012-05-01T11:36:34+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737325771,2012-05-01T11:36:54+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737325828,2012-05-01T11:59:08+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737325862,2012-05-01T12:00:42+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L26 3rd,Low,PROD568,se,0
0,1-737327349,2012-05-01T10:40:28+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD354,jp,Japan
1,1-737327349,2012-05-01T10:42:17+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD354,jp,Japan
0,1-737328585,2012-05-01T13:01:30+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,gb,INDIA
1,1-737328585,2012-05-01T13:02:05+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,gb,INDIA
2,1-737328585,2012-05-01T13:09:06+01:00,Queued,Awaiting Assignment,V3_2,Org line C,W3,Low,PROD424,gb,INDIA
0,1-737328743,2012-05-01T14:21:40+01:00,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD793,in,INDIA
1,1-737328743,2012-05-01T14:24:04+01:00,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD793,in,INDIA
2,1-737328743,2012-05-01T14:48:13+01:00,Accepted,Wait - User,E_5,Org line C,G92,Medium,PROD793,in,INDIA
0,1-737328948,2012-05-01T09:23:15+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
0,1-737329733,2012-05-01T15:04:02+01:00,Accepted,In Progress,E_5,Org line C,G92,High,PROD436,in,INDIA
1,1-737329733,2012-05-01T15:05:01+01:00,Accepted,In Progress,E_5,Org line C,G92,High,PROD436,in,INDIA
0,1-737329817,2012-05-01T13:19:33+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD387,se,Sweden
1,1-737329817,2012-05-01T13:21:10+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD387,se,Sweden
0,1-737329865,2012-05-01T14:27:14+01:00,Accepted,In Progress,V3_2,Org line C,W3,Medium,PROD348,gb,United Kingdom
0,1-737332116,2012-05-01T10:00:46+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD318,be,Belgium
1,1-737332116,2012-05-01T10:01:37+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD318,be,Belgium
2,1-737332116,2012-05-01T10:04:24+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD318,be,Belgium
0,1-737332136,2012-05-01T11:33:29+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD328,be,Belgium
1,1-737332136,2012-05-01T11:33:44+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD328,be,Belgium
0,1-737332275,2012-05-01T12:08:18+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD328,be,Belgium
1,1-737332275,2012-05-01T12:08:28+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD328,be,Belgium
2,1-737332275,2012-05-01T12:16:24+01:00,Accepted,Wait - Vendor,A2_1,Org line C,D2,Medium,PROD328,be,Belgium
3,1-737332275,2012-05-01T14:06:27+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD328,be,Belgium
4,1-737332275,2012-05-01T14:16:38+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD328,be,Brazil
0,1-737332328,2012-05-01T12:26:33+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD328,be,Belgium
0,1-737332421,2012-05-01T12:33:27+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD661,se,Sweden
0,1-737332540,2012-05-01T13:39:59+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD637,be,Belgium
1,1-737332540,2012-05-01T13:41:54+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD637,be,Belgium
0,1-737333278,2012-05-01T14:44:17+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,us,POLAND
1,1-737333278,2012-05-01T14:44:48+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD253,us,POLAND
2,1-737333278,2012-05-01T14:49:28+01:00,Queued,Awaiting Assignment,V3_2,Org line C,N42,Low,PROD253,us,POLAND
0,1-737333490,2012-05-01T15:12:28+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD486,us,USA
1,1-737333490,2012-05-01T15:16:21+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD486,us,USA
0,1-737333497,2012-05-01T15:08:22+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND
0,1-737333585,2012-05-01T15:09:44+01:00,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD244,us,USA
0,1-737333661,2012-05-01T15:23:17+01:00,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD566,us,USA
0,1-737333735,2012-05-01T15:37:17+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD215,pl,POLAND
0,1-737333801,2012-05-01T15:54:48+01:00,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD566,us,USA
0,1-737333811,2012-05-01T15:56:46+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD258,pl,POLAND
1,1-737333811,2012-05-01T15:57:01+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD258,pl,POLAND
0,1-737333851,2012-05-01T16:01:02+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD623,pl,POLAND
1,1-737333851,2012-05-01T16:01:07+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD623,pl,POLAND
2,1-737333851,2012-05-01T16:27:12+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD623,pl,POLAND
0,1-737333888,2012-05-01T16:09:19+01:00,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD566,us,USA
0,1-737334634,2012-05-01T14:39:30+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD209,pl,POLAND
1,1-737334634,2012-05-01T14:39:39+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD209,pl,POLAND
2,1-737334634,2012-05-01T14:42:41+01:00,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD209,pl,POLAND
3,1-737334634,2012-05-02T09:06:25+01:00,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD209,pl,POLAND
0,1-737336261,2012-05-01T12:22:40+01:00,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD773,in,POLAND
1,1-737336261,2012-05-01T12:43:41+01:00,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD773,in,POLAND
0,1-737336461,2012-05-01T13:45:37+01:00,Accepted,In Progress,,Org line C,N15 2nd,Medium,OTHERS,ca,Canada
1,1-737336461,2012-05-01T13:46:12+01:00,Accepted,In Progress,,Org line C,N15 2nd,Medium,OTHERS,ca,Canada
0,1-737336494,2012-05-01T14:23:23+01:00,Accepted,In Progress,,Org line C,N19 2nd,Low,PROD424,ca,Canada
0,1-737336519,2012-05-01T14:41:51+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD494,pl,INDIA
0,1-737336647,2012-05-01T14:32:15+01:00,Accepted,In Progress,,Org line C,N19 2nd,Low,PROD424,ca,Canada
0,1-737336773,2012-05-01T14:39:59+01:00,Accepted,In Progress,,Org line C,N15 2nd,Low,PROD494,ca,Canada
1,1-737336773,2012-05-01T14:40:34+01:00,Accepted,In Progress,,Org line C,N15 2nd,Low,PROD494,ca,Canada
0,1-737336823,2012-05-01T15:59:33+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD623,pl,POLAND
1,1-737336823,2012-05-01T15:59:48+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD623,pl,POLAND
2,1-737336823,2012-05-01T16:26:46+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD623,pl,POLAND
3,1-737336823,2012-05-02T09:38:07+01:00,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD623,pl,POLAND
0,1-737337973,2012-05-01T12:43:02+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD363,us,USA
0,1-737338031,2012-05-01T13:07:38+01:00,Accepted,In Progress,V3_2,Org line C,W3,Medium,PROD424,gb,United Kingdom
0,1-737338048,2012-05-01T13:09:47+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA
0,1-737338092,2012-05-01T13:31:41+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD256,us,USA
1,1-737338092,2012-05-01T13:33:42+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD256,us,USA
2,1-737338092,2012-05-01T13:38:43+01:00,Queued,Awaiting Assignment,,Org line C,N6 2nd,Medium,PROD256,us,USA
3,1-737338092,2012-05-02T17:12:16+01:00,Accepted,In Progress,,Org line C,N6 2nd,Medium,PROD256,us,USA
0,1-737338118,2012-05-01T13:51:43+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD312,pl,POLAND
0,1-737338219,2012-05-01T13:57:53+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD698,pl,POLAND
1,1-737338219,2012-05-01T13:58:49+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD698,pl,POLAND
0,1-737338361,2012-05-01T14:20:58+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA
0,1-737338372,2012-05-01T15:58:53+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD258,pl,POLAND
1,1-737338372,2012-05-01T15:58:56+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD258,pl,POLAND
2,1-737338372,2012-05-01T16:26:26+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND
3,1-737338372,2012-05-02T09:38:18+01:00,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND
0,1-737338397,2012-05-01T14:25:02+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD321,us,USA
1,1-737338397,2012-05-01T14:25:17+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD321,us,USA
0,1-737338414,2012-05-01T14:26:40+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA
1,1-737338414,2012-05-01T14:29:19+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA
2,1-737338414,2012-05-01T14:29:55+01:00,Queued,Awaiting Assignment,,Org line C,S3 2nd,Medium,PROD253,us,USA
0,1-737338726,2012-05-01T16:30:14+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD258,pl,POLAND
1,1-737338726,2012-05-01T16:33:41+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD258,pl,POLAND
2,1-737338726,2012-05-01T16:47:31+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND
3,1-737338726,2012-05-02T09:33:00+01:00,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD258,pl,POLAND
0,1-737340955,2012-05-01T12:22:43+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD328,be,Belgium
0,1-737343221,2012-05-01T13:20:12+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD92,be,Belgium
0,1-737343431,2012-05-01T14:19:37+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,us,Brazil
1,1-737343431,2012-05-01T14:20:40+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,us,Brazil
2,1-737343431,2012-05-01T14:22:20+01:00,Queued,Awaiting Assignment,V3_2,Org line C,N42,Low,PROD424,us,Brazil
0,1-737343470,2012-05-01T14:44:49+01:00,Accepted,In Progress,V3_2,Org line C,G96,High,PROD49,0,Brazil
1,1-737343470,2012-05-01T14:47:27+01:00,Accepted,In Progress,V3_2,Org line C,G96,High,PROD49,0,Brazil
2,1-737343470,2012-05-01T14:50:37+01:00,Accepted,In Progress,V3_2,Org line C,G96,High,PROD49,0,Brazil
3,1-737343470,2012-05-01T14:51:37+01:00,Queued,Awaiting Assignment,,Org line G4,G9 2nd,High,PROD49,0,Brazil
0,1-737344433,2012-05-01T15:10:23+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD551,se,Sweden
1,1-737344433,2012-05-01T15:13:08+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD551,se,Sweden
2,1-737344433,2012-05-01T15:43:40+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD551,se,Sweden
0,1-737344518,2012-05-01T15:07:56+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD494,pl,Brazil
0,1-737344545,2012-05-01T14:55:04+01:00,Accepted,In Progress,E_1,Org line C,G294 2nd,High,PROD154,in,USA
1,1-737344545,2012-05-01T14:57:18+01:00,Accepted,In Progress,E_1,Org line C,G294 2nd,High,PROD154,in,USA
0,1-737344589,2012-05-01T14:57:58+01:00,Accepted,In Progress,E_1,Org line C,G294 2nd,High,PROD154,in,USA
1,1-737344589,2012-05-01T14:58:11+01:00,Accepted,In Progress,E_1,Org line C,G294 2nd,High,PROD154,in,USA
0,1-737345032,2012-05-01T12:30:25+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L26 3rd,Low,PROD568,se,0
0,1-737345159,2012-05-01T13:00:30+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L26 3rd,Low,PROD568,se,0
0,1-737345168,2012-05-01T13:02:37+01:00,Queued,Awaiting Assignment,E_6,Org line G1,G358 2nd,Medium,PROD295,se,0
0,1-737345178,2012-05-01T13:02:39+01:00,Queued,Awaiting Assignment,E_6,Org line G1,G358 2nd,Medium,PROD295,se,0
0,1-737345189,2012-05-01T13:02:40+01:00,Queued,Awaiting Assignment,E_6,Org line G1,G358 2nd,Medium,PROD295,se,0
0,1-737345200,2012-05-01T13:02:42+01:00,Queued,Awaiting Assignment,E_6,Org line G1,G358 2nd,Medium,PROD295,se,0
0,1-737345338,2012-05-01T13:30:21+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L26 3rd,Low,PROD568,se,0
0,1-737345500,2012-05-01T14:00:13+01:00,Queued,Awaiting Assignment,E_5,Org line C,G76,Medium,PROD383,se,0
0,1-737345522,2012-05-01T14:00:31+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L26 3rd,Low,PROD568,se,0
0,1-737345531,2012-05-01T14:01:43+01:00,Queued,Awaiting Assignment,,Other,S56,High,PROD172,se,0
0,1-737345657,2012-05-01T14:30:21+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,L26 3rd,Low,PROD568,se,0
0,1-737346058,2012-05-01T14:26:09+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,INDIA
1,1-737346058,2012-05-01T14:26:31+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,INDIA
0,1-737346077,2012-05-01T13:36:53+01:00,Accepted,In Progress,V3_2,Org line C,N38,Low,PROD488,us,USA
1,1-737346077,2012-05-01T13:37:32+01:00,Accepted,In Progress,V3_2,Org line C,N38,Low,PROD488,us,USA
0,1-737346121,2012-05-01T13:44:56+01:00,Accepted,In Progress,V3_2,Org line C,N38,Low,PROD753,us,USA
0,1-737346151,2012-05-01T13:57:53+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
1,1-737346151,2012-05-01T13:58:33+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
2,1-737346151,2012-05-01T14:08:10+01:00,Completed,In Call,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
0,1-737346265,2012-05-01T14:04:53+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD267,us,USA
1,1-737346265,2012-05-01T14:06:05+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD267,us,USA
0,1-737346282,2012-05-01T14:10:58+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD454,us,USA
1,1-737346282,2012-05-01T14:26:04+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD454,us,USA
0,1-737346346,2012-05-01T14:23:18+01:00,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD566,us,USA
0,1-737346409,2012-05-01T14:28:46+01:00,Accepted,In Progress,V3_2,Org line C,N38,Low,PROD553,us,USA
0,1-737346491,2012-05-01T14:40:00+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD321,pl,Brazil
0,1-737346525,2012-05-01T14:49:22+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD173,us,USA
1,1-737346525,2012-05-01T14:57:18+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD173,us,USA
2,1-737346525,2012-05-01T14:57:31+01:00,Queued,Awaiting Assignment,V3_2,Org line C,N41,Medium,PROD173,us,USA
3,1-737346525,2012-05-01T15:05:18+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD173,us,USA
0,1-737346628,2012-05-01T15:15:06+01:00,Accepted,In Progress,V3_2,Org line C,N38,Low,PROD618,us,USA
0,1-737346684,2012-05-01T15:25:21+01:00,Accepted,In Progress,V3_2,Org line C,N38,Low,PROD698,us,USA
0,1-737346787,2012-05-01T15:51:33+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA
1,1-737346787,2012-05-01T15:58:38+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD253,us,USA
0,1-737346875,2012-05-01T15:58:03+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD623,pl,POLAND
1,1-737346875,2012-05-01T15:58:21+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD623,pl,POLAND
2,1-737346875,2012-05-01T16:26:15+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD623,pl,POLAND
0,1-737349543,2012-05-01T14:27:11+01:00,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD424,pl,POLAND
