,SR_Number,Change_Date+Time,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country
15255,1-735037874,2012-05-07T16:39:17+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD267,pl,POLAND
15256,1-735037874,2012-05-07T16:39:21+01:00,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD267,pl,POLAND
15257,1-735037874,2012-05-07T18:16:36+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD267,pl,Brazil
15258,1-735037874,2012-05-07T18:25:57+01:00,Queued,Awaiting Assignment,E_10,Org line B,G238 2nd,Low,PROD267,pl,Brazil
15259,1-735037874,2012-05-07T18:40:29+01:00,Accepted,In Progress,E_10,Org line B,G238 2nd,Low,PROD267,pl,INDIA
15260,1-735039301,2012-04-27T14:21:20+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD698,fr,POLAND
15261,1-735039301,2012-04-27T14:22:15+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD698,fr,POLAND
15262,1-735039301,2012-04-27T14:33:16+01:00,Queued,Awaiting Assignment,A2_2,Org line A2,G22 2nd,Low,PROD698,fr,POLAND
15263,1-735039301,2012-04-30T08:01:16+01:00,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Low,PROD698,fr,Sweden
15264,1-735039301,2012-04-30T08:08:52+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD698,fr,Sweden
15265,1-735039301,2012-05-03T11:49:20+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,fr,POLAND
15266,1-735040184,2012-04-27T14:51:45+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD253,br,Brazil
15267,1-735040184,2012-04-27T14:52:24+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD253,br,Brazil
15268,1-735040184,2012-04-27T20:51:07+01:00,Queued,Awaiting Assignment,V3_2,Org line B,S6,Low,PROD253,br,Brazil
15269,1-735040184,2012-05-02T13:13:58+01:00,Accepted,In Progress,V3_2,Org line B,S6,Low,PROD253,br,Brazil
15270,1-735040184,2012-05-02T13:15:45+01:00,Queued,Awaiting Assignment,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil
15271,1-735040184,2012-05-02T13:15:46+01:00,Queued,Awaiting Assignment,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil
15272,1-735040184,2012-05-02T13:26:32+01:00,Accepted,In Progress,V3_2,Org line B,S9 2nd,Low,PROD253,br,Brazil
15273,1-735045971,2012-04-27T14:19:31+01:00,Accepted,In Progress,A2_2,Org line A2,G27 2nd,Medium,PROD797,se,Sweden
15274,1-735045971,2012-04-27T14:19:35+01:00,Accepted,In Progress,A2_2,Org line A2,G27 2nd,Medium,PROD797,se,Sweden
15275,1-735045971,2012-04-27T14:23:42+01:00,Queued,Awaiting Assignment,A2_2,Org line A2,G29 3rd,Medium,PROD797,se,Sweden
15276,1-735045971,2012-05-02T10:31:13+01:00,Accepted,In Progress,A2_2,Org line A2,G29 3rd,Medium,PROD797,se,Sweden
15277,1-735046533,2012-04-27T14:29:23+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD698,se,Belgium
15278,1-735046533,2012-04-27T14:29:39+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD698,se,Belgium
15279,1-735046533,2012-04-27T14:31:50+01:00,Queued,Awaiting Assignment,A2_2,Org line A2,G22 2nd,Medium,PROD698,se,Belgium
15280,1-735046533,2012-04-27T15:26:02+01:00,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Medium,PROD698,se,0
15281,1-735046533,2012-04-27T15:34:41+01:00,Accepted,Wait - User,A2_2,Org line A2,G22 2nd,Medium,PROD698,se,0
15282,1-735046533,2012-05-02T09:19:48+01:00,Queued,Awaiting Assignment,E_10,Org line C,G276 2nd,Medium,PROD698,se,0
15283,1-735046533,2012-05-02T09:54:37+01:00,Accepted,In Progress,E_10,Org line C,G276 2nd,Medium,PROD698,se,Sweden
15284,1-735053067,2012-04-27T14:36:41+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden
15285,1-735053067,2012-04-27T14:38:32+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD544,se,Sweden
15286,1-735053067,2012-04-27T14:45:21+01:00,Queued,Awaiting Assignment,E_10,Org line C,G146 2nd,Medium,PROD544,se,Sweden
15287,1-735053067,2012-04-27T16:51:08+01:00,Accepted,In Progress,E_10,Org line C,G146 2nd,Medium,PROD544,se,Sweden
15288,1-735058984,2012-04-27T14:43:03+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD237,fr,POLAND
15289,1-735058984,2012-04-27T14:44:52+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD237,fr,POLAND
15290,1-735058984,2012-04-30T08:29:13+01:00,Queued,Awaiting Assignment,V3_2,Org line C,V26,Low,PROD237,fr,POLAND
15291,1-735058984,2012-04-30T09:03:01+01:00,Accepted,In Progress,V3_2,Org line C,V26,Low,PROD237,fr,France
15292,1-735058984,2012-04-30T09:04:10+01:00,Accepted,Assigned,V3_2,Org line C,V26,Low,PROD237,fr,France
15293,1-735058984,2012-05-02T14:34:47+01:00,Accepted,In Progress,V3_2,Org line C,V26,Low,PROD237,fr,France
15294,1-735058984,2012-05-02T14:39:31+01:00,Accepted,Assigned,V3_2,Org line C,V26,Low,PROD237,fr,France
15295,1-735063324,2012-04-27T15:05:10+01:00,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD802,br,Brazil
15296,1-735063324,2012-04-27T15:06:10+01:00,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD802,br,Brazil
15297,1-735063324,2012-04-27T15:08:13+01:00,Queued,Awaiting Assignment,A2_1,Org line B,D3,Medium,PROD802,br,Brazil
15298,1-735063324,2012-04-27T15:39:13+01:00,Accepted,In Progress,A2_1,Org line B,D3,Medium,PROD802,br,Brazil
15299,1-735063324,2012-04-27T17:48:05+01:00,Accepted,Wait - User,A2_1,Org line B,D3,Medium,PROD802,br,Brazil
15300,1-735063522,2012-04-27T15:34:45+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD491,pl,POLAND
15301,1-735063522,2012-04-27T15:37:43+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD491,pl,POLAND
15302,1-735063522,2012-04-27T15:48:51+01:00,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD491,pl,POLAND
15303,1-735064179,2012-04-27T15:30:49+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD264,SE,Sweden
15304,1-735064179,2012-04-27T15:31:31+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD264,SE,Sweden
15305,1-735064179,2012-04-27T15:35:20+01:00,Queued,Awaiting Assignment,E_10,Org line C,G146 2nd,Medium,PROD264,SE,Sweden
15306,1-735064179,2012-04-27T15:35:58+01:00,Accepted,In Progress,E_10,Org line C,G146 2nd,Medium,PROD264,SE,Sweden
15307,1-735064179,2012-04-27T15:38:11+01:00,Queued,Awaiting Assignment,,Other,C1,Medium,PROD264,SE,Sweden
15308,1-735064179,2012-04-27T15:38:12+01:00,Queued,Awaiting Assignment,,Other,C1,Medium,PROD264,SE,Sweden
15309,1-735064620,2012-04-27T17:30:47+01:00,Accepted,Wait,A2_5,Org line A2,V53 2nd,Medium,PROD243,fr,France
15310,1-735064620,2012-04-30T11:04:21+01:00,Queued,Awaiting Assignment,A2_4,Org line A2,L18 2nd,Medium,PROD243,fr,France
15311,1-735066131,2012-04-27T15:03:37+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,be,Belgium
15312,1-735066131,2012-04-27T15:03:57+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,be,Belgium
15313,1-735066131,2012-04-27T15:09:46+01:00,Queued,Awaiting Assignment,,Org line V7n,V37 2nd,Medium,PROD542,be,Belgium
15314,1-735066131,2012-04-27T16:32:54+01:00,Accepted,In Progress,,Org line V7n,V37 2nd,Medium,PROD542,be,Netherlands
15315,1-735066131,2012-04-27T16:38:16+01:00,Queued,Awaiting Assignment,A2_1,Org line C,D2,Medium,PROD542,be,Netherlands
15316,1-735066131,2012-04-27T16:53:13+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,be,Belgium
15317,1-735066131,2012-04-27T17:15:18+01:00,Accepted,Wait - User,A2_1,Org line C,D2,Medium,PROD542,be,Belgium
15318,1-735066539,2012-04-27T16:00:32+01:00,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD566,us,USA
15319,1-735066539,2012-04-27T18:00:55+01:00,Accepted,In Progress,V3_2,Org line C,N36,Low,PROD566,us,USA
15320,1-735066539,2012-04-27T18:09:32+01:00,Completed,In Call,V3_2,Org line C,N36,Low,PROD566,us,USA
15321,1-735069481,2012-04-27T15:30:55+01:00,Accepted,In Progress,V3_2,Org line C,V59,Low,PROD685,se,France
15322,1-735069481,2012-04-27T15:37:10+01:00,Accepted,In Progress,V3_2,Org line C,V59,Low,PROD685,se,France
15323,1-735069481,2012-04-27T15:38:00+01:00,Queued,Awaiting Assignment,E_10,Org line C,G291 2nd,Low,PROD685,se,France
15324,1-735071006,2012-04-27T15:03:30+01:00,Accepted,In Progress,,Org line C,N19 2nd,Low,PROD217,ca,Canada
15325,1-735071006,2012-04-27T15:05:16+01:00,Accepted,In Progress,,Org line C,N19 2nd,Low,PROD217,ca,Canada
15326,1-735071006,2012-04-27T15:06:08+01:00,Accepted,Assigned,,Org line C,N19 2nd,Low,PROD217,ca,Canada
15327,1-735071006,2012-04-27T15:41:17+01:00,Accepted,In Progress,,Org line C,N19 2nd,Low,PROD217,ca,Canada
15328,1-735071006,2012-04-27T15:44:09+01:00,Accepted,Wait,,Org line C,N19 2nd,Low,PROD217,ca,Canada
15329,1-735071006,2012-04-27T16:30:17+01:00,Accepted,In Progress,,Org line C,N19 2nd,Low,PROD217,ca,Canada
15330,1-735071006,2012-04-27T16:33:07+01:00,Accepted,Wait - User,,Org line C,N19 2nd,Low,PROD217,ca,Canada
15331,1-735071172,2012-04-27T15:12:14+01:00,Accepted,In Progress,,Org line C,N19 2nd,Low,PROD595,ca,Canada
15332,1-735071172,2012-04-27T15:14:51+01:00,Accepted,In Progress,,Org line C,N19 2nd,Low,PROD595,ca,Canada
15333,1-735071172,2012-04-27T15:16:02+01:00,Accepted,Assigned,,Org line C,N19 2nd,Low,PROD595,ca,Canada
15334,1-735071603,2012-04-27T15:52:57+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD424,us,USA
15335,1-735071603,2012-04-27T15:53:12+01:00,Accepted,In Progress,V3_2,Org line C,N38,Medium,PROD424,us,USA
15336,1-735071603,2012-04-27T15:59:25+01:00,Queued,Awaiting Assignment,V3_2,Org line C,N43,Medium,PROD424,us,USA
15337,1-735071961,2012-04-27T14:55:13+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD802,in,POLAND
15338,1-735071961,2012-04-27T14:55:56+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD802,in,POLAND
15339,1-735071961,2012-04-27T15:36:27+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD802,in,Sweden
15340,1-735071961,2012-04-28T02:20:30+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD802,in,Sweden
15341,1-735071961,2012-04-28T02:20:34+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD802,in,Sweden
15342,1-735071961,2012-05-09T14:37:09+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD802,in,POLAND
15343,1-735071961,2012-05-09T14:37:15+01:00,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD802,in,POLAND
15344,1-735071961,2012-05-10T12:53:25+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD802,in,POLAND
15345,1-735071961,2012-05-10T13:08:05+01:00,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD802,in,POLAND
15346,1-735072598,2012-04-27T15:44:29+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,POLAND
15347,1-735072598,2012-04-27T15:44:47+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,POLAND
15348,1-735072598,2012-04-27T15:54:29+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD698,pl,Sweden
15349,1-735072598,2012-04-27T15:54:30+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD698,pl,Sweden
15350,1-735072598,2012-04-28T02:20:14+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,Sweden
15351,1-735072598,2012-04-28T02:20:20+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD698,pl,Sweden
15352,1-735072598,2012-05-08T14:29:05+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,POLAND
15353,1-735073011,2012-04-27T14:58:22+01:00,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
15354,1-735073011,2012-04-27T14:58:45+01:00,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
15355,1-735073011,2012-04-27T15:02:00+01:00,Accepted,Wait,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
15356,1-735073011,2012-04-27T15:08:03+01:00,Queued,Awaiting Assignment,,Org line B,C6 2nd,Medium,PROD305,cn,INDIA
15357,1-735073011,2012-04-30T15:10:03+01:00,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
15358,1-735073011,2012-04-30T15:17:12+01:00,Accepted,Wait,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
15359,1-735073011,2012-04-30T15:17:24+01:00,Queued,Awaiting Assignment,,Org line B,B10 2nd,Medium,PROD305,cn,INDIA
15360,1-735073011,2012-05-02T09:10:33+01:00,Accepted,In Progress,,Org line B,B10 2nd,Medium,PROD305,cn,INDIA
15361,1-735073011,2012-05-03T07:31:09+01:00,Queued,Awaiting Assignment,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
15362,1-735073011,2012-05-03T14:55:20+01:00,Accepted,In Progress,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
15363,1-735073011,2012-05-03T15:02:28+01:00,Accepted,Wait,A2_1,Org line B,D1,Medium,PROD305,cn,INDIA
15364,1-735076931,2012-04-27T15:03:11+01:00,Accepted,In Progress,V3_2,Org line C,G300,Medium,PROD253,be,Belgium
15365,1-735076931,2012-04-27T15:06:02+01:00,Accepted,In Progress,V3_2,Org line C,G300,Medium,PROD253,be,Belgium
15366,1-735076931,2012-04-27T15:07:23+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G322,Medium,PROD253,be,Belgium
15367,1-735076931,2012-04-27T15:08:13+01:00,Accepted,In Progress,V3_2,Org line C,G322,Medium,PROD253,be,Belgium
15368,1-735077126,2012-04-27T16:08:02+01:00,Accepted,In Progress,A2_2,Org line A2,M15 2nd,Medium,PROD692,pl,POLAND
15369,1-735077126,2012-04-27T16:08:33+01:00,Accepted,In Progress,A2_2,Org line A2,M15 2nd,Medium,PROD692,pl,POLAND
15370,1-735077126,2012-04-27T16:09:53+01:00,Accepted,In Progress,A2_2,Org line A2,M15 2nd,Medium,PROD692,pl,POLAND
15371,1-735077126,2012-04-27T16:09:56+01:00,Queued,Awaiting Assignment,A2_2,Org line A2,M16 3rd,Medium,PROD692,pl,POLAND
15372,1-735077411,2012-04-27T15:45:34+01:00,Accepted,In Progress,V3_2,Org line C,G299,Medium,PROD253,be,Belgium
15373,1-735077411,2012-04-27T15:45:47+01:00,Accepted,In Progress,V3_2,Org line C,G299,Medium,PROD253,be,Belgium
15374,1-735077411,2012-04-27T15:46:40+01:00,Accepted,Wait - User,V3_2,Org line C,G299,Medium,PROD253,be,Belgium
15375,1-735077411,2012-05-09T17:59:16+01:00,Accepted,Assigned,V3_2,Org line C,G299,Medium,PROD253,be,Belgium
15376,1-735077411,2012-05-10T13:34:36+01:00,Accepted,In Progress,V3_2,Org line C,G299,Medium,PROD253,be,Belgium
15377,1-735077411,2012-05-10T13:34:46+01:00,Accepted,Assigned,V3_2,Org line C,G299,Medium,PROD253,be,Belgium
15378,1-735077470,2012-04-27T15:49:12+01:00,Accepted,In Progress,V3_2,Org line C,G299,Medium,PROD424,be,Belgium
15379,1-735077470,2012-04-27T15:49:43+01:00,Accepted,Wait - User,V3_2,Org line C,G299,Medium,PROD424,be,Belgium
15380,1-735077492,2012-04-27T16:16:23+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
15381,1-735077492,2012-04-27T16:20:31+01:00,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden
15382,1-735077492,2012-04-27T16:32:10+01:00,Queued,Awaiting Assignment,V3_2,Org line C,S43,Medium,PROD660,se,Sweden
15383,1-735077492,2012-04-27T16:35:55+01:00,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden
15384,1-735077492,2012-04-30T09:21:45+01:00,Accepted,Assigned,V3_2,Org line C,S43,Medium,PROD660,se,Sweden
15385,1-735077492,2012-04-30T09:23:57+01:00,Accepted,In Progress,V3_2,Org line C,S43,Medium,PROD660,se,Sweden
15386,1-735077804,2012-04-27T16:25:49+01:00,Accepted,In Progress,,Org line V2,T12,Low,PROD262,se,Sweden
15387,1-735077804,2012-04-27T16:25:54+01:00,Accepted,In Progress,,Org line V2,T12,Low,PROD262,se,Sweden
15388,1-735077804,2012-04-27T16:26:48+01:00,Accepted,Wait - User,,Org line V2,T12,Low,PROD262,se,Sweden
15389,1-735077804,2012-05-02T09:40:13+01:00,Accepted,In Progress,,Org line V2,T12,Low,PROD262,se,Sweden
15390,1-735077889,2012-04-27T18:16:35+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil
15391,1-735077889,2012-04-27T18:17:04+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil
15392,1-735077889,2012-04-27T18:36:49+01:00,Completed,In Call,V3_2,Org line C,G97,Low,PROD424,pl,Brazil
15393,1-735077889,2012-05-02T14:01:50+01:00,Completed,In Call,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
15394,1-735077889,2012-05-02T14:01:51+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
15395,1-735077889,2012-05-02T14:11:05+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
15396,1-735077889,2012-05-02T14:14:47+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Brazil
15397,1-735077961,2012-04-27T22:49:08+01:00,Queued,Awaiting Assignment,,Other,V24,Low,PROD604,kr,USA
15398,1-735077961,2012-04-27T22:50:40+01:00,Queued,Awaiting Assignment,,Other,V24,Low,PROD604,kr,USA
15399,1-735077961,2012-04-27T22:50:46+01:00,Queued,Awaiting Assignment,D_1,Org line A2,G197 2nd,Low,PROD604,kr,USA
15400,1-735077961,2012-04-30T00:16:48+01:00,Accepted,In Progress,D_1,Org line A2,G197 2nd,Low,PROD604,kr,Korea
15401,1-735078041,2012-04-30T06:14:50+01:00,Queued,Awaiting Assignment,,Other,W17,High,PROD614,in,INDIA
15402,1-735078041,2012-04-30T06:16:21+01:00,Queued,Awaiting Assignment,,Other,W17,High,PROD614,in,INDIA
15403,1-735078041,2012-04-30T06:16:33+01:00,Queued,Awaiting Assignment,D_1,Org line A2,B11 3rd,High,PROD614,in,INDIA
15404,1-735078091,2012-04-30T09:26:03+01:00,Queued,Awaiting Assignment,,Other,V2,Medium,PROD597,in,France
15405,1-735078091,2012-04-30T09:27:07+01:00,Queued,Awaiting Assignment,D_1,Org line A2,V21 2nd,Medium,PROD597,in,France
15406,1-735078091,2012-04-30T09:28:33+01:00,Queued,Awaiting Assignment,D_1,Org line A2,V21 2nd,Medium,PROD597,in,France
15407,1-735078091,2012-04-30T09:29:44+01:00,Accepted,In Progress,D_1,Org line A2,L58 3rd,Medium,PROD597,in,France
15408,1-735078091,2012-04-30T09:37:27+01:00,Queued,Awaiting Assignment,E_8,Org line C,G119 2nd,Medium,PROD597,in,France
15409,1-735078091,2012-04-30T10:14:31+01:00,Accepted,In Progress,E_8,Org line C,G119 2nd,Medium,PROD597,in,INDIA
15410,1-735078291,2012-04-30T19:30:02+01:00,Queued,Awaiting Assignment,,Other,S57,Medium,PROD655,se,USA
15411,1-735078291,2012-04-30T19:32:15+01:00,Queued,Awaiting Assignment,A2_3,Org line A2,M3 2nd,Medium,PROD655,se,USA
15412,1-735078433,2012-05-02T08:22:19+01:00,Queued,Awaiting Assignment,,Other,V40,Medium,PROD289,se,Sweden
15413,1-735078433,2012-05-02T08:22:55+01:00,Queued,Awaiting Assignment,E_6,Org line C,G334 2nd,Medium,PROD289,se,Sweden
15414,1-735078481,2012-05-02T10:26:00+01:00,Queued,Awaiting Assignment,,Other,V24,High,PROD604,kr,Sweden
15415,1-735078481,2012-05-02T10:27:48+01:00,Queued,Awaiting Assignment,,Other,V24,High,PROD604,kr,Sweden
15416,1-735078481,2012-05-02T10:27:57+01:00,Queued,Awaiting Assignment,D_1,Org line A2,G197 2nd,High,PROD604,kr,Sweden
15417,1-735078481,2012-05-02T13:31:18+01:00,Accepted,In Progress,D_1,Org line A2,V17 3rd,High,PROD604,kr,POLAND
15418,1-735078481,2012-05-02T13:31:57+01:00,Queued,Awaiting Assignment,D_1,Org line A2,L38 3rd,High,PROD604,kr,POLAND
15419,1-735078481,2012-05-02T13:45:21+01:00,Accepted,In Progress,D_1,Org line A2,L38 3rd,High,PROD604,kr,Sweden
15420,1-735078531,2012-05-02T10:36:45+01:00,Queued,Awaiting Assignment,,Other,V24,High,PROD604,kr,Sweden
15421,1-735078531,2012-05-02T10:37:15+01:00,Queued,Awaiting Assignment,,Other,V24,High,PROD604,kr,Sweden
15422,1-735078531,2012-05-02T10:38:54+01:00,Queued,Awaiting Assignment,D_1,Org line A2,G197 2nd,High,PROD604,kr,Sweden
15423,1-735078531,2012-05-02T13:32:52+01:00,Accepted,In Progress,D_1,Org line A2,V17 3rd,High,PROD604,kr,POLAND
15424,1-735078551,2012-05-02T11:00:02+01:00,Queued,Awaiting Assignment,,Other,S57,Medium,PROD655,se,France
15425,1-735078551,2012-05-02T11:00:36+01:00,Queued,Awaiting Assignment,A2_3,Org line A2,M3 2nd,Medium,PROD655,se,France
15426,1-735078551,2012-05-02T12:18:55+01:00,Accepted,In Progress,A2_3,Org line A2,M3 2nd,Medium,PROD655,se,Sweden
15427,1-735078581,2012-05-02T13:22:39+01:00,Queued,Awaiting Assignment,,Other,S2,Low,PROD613,in,POLAND
15428,1-735078581,2012-05-02T13:34:05+01:00,Queued,Awaiting Assignment,,Other,S2,Low,PROD613,in,POLAND
15429,1-735078581,2012-05-02T13:36:49+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD613,in,POLAND
15430,1-735078581,2012-05-02T13:51:18+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD613,in,POLAND
15431,1-735078581,2012-05-02T13:54:33+01:00,Queued,Awaiting Assignment,D_1,Org line A2,L42 3rd,Low,PROD613,in,POLAND
15432,1-735078581,2012-05-02T13:58:34+01:00,Accepted,In Progress,D_1,Org line A2,L42 3rd,Low,PROD613,in,Sweden
15433,1-735078641,2012-05-02T15:59:54+01:00,Queued,Awaiting Assignment,,Other,V24,Medium,PROD604,pl,United Kingdom
15434,1-735078641,2012-05-02T16:01:05+01:00,Queued,Awaiting Assignment,,Other,V24,Medium,PROD604,pl,United Kingdom
15435,1-735078641,2012-05-02T16:01:10+01:00,Queued,Awaiting Assignment,D_1,Org line A2,G197 2nd,Medium,PROD604,pl,United Kingdom
15436,1-735078641,2012-05-02T16:24:40+01:00,Accepted,In Progress,D_1,Org line A2,G197 2nd,Medium,PROD604,pl,USA
15437,1-735078711,2012-05-02T21:38:53+01:00,Queued,Awaiting Assignment,,Other,V24,Low,PROD604,kr,USA
15438,1-735078711,2012-05-02T21:40:33+01:00,Queued,Awaiting Assignment,D_1,Org line A2,G197 2nd,Low,PROD604,kr,USA
15439,1-735078711,2012-05-02T23:38:03+01:00,Accepted,In Progress,D_1,Org line A2,G197 2nd,Low,PROD604,kr,USA
15440,1-735078711,2012-05-02T23:38:25+01:00,Queued,Awaiting Assignment,D_1,Org line A2,V16 3rd,Low,PROD604,kr,USA
15441,1-735078711,2012-05-03T05:35:04+01:00,Accepted,In Progress,D_1,Org line A2,V16 3rd,Low,PROD604,kr,Korea
15442,1-735078711,2012-05-03T05:36:06+01:00,Queued,Awaiting Assignment,D_1,Org line A2,V17 3rd,Low,PROD604,kr,Korea
15443,1-735078711,2012-05-03T07:12:18+01:00,Accepted,In Progress,D_1,Org line A2,V17 3rd,Low,PROD604,kr,Korea
15444,1-735078711,2012-05-03T10:08:42+01:00,Accepted,Wait - User,D_1,Org line A2,V17 3rd,Low,PROD604,kr,Korea
15445,1-735082484,2012-04-27T16:06:50+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD267,br,Brazil
15446,1-735082484,2012-04-27T16:08:50+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD267,br,Brazil
15447,1-735082484,2012-04-27T16:10:14+01:00,Queued,Awaiting Assignment,V3_2,Org line V8,S14,Low,PROD267,br,Brazil
15448,1-735083647,2012-04-27T16:05:05+01:00,Accepted,In Progress,V3_2,Org line C,G373,Low,PROD455,se,Sweden
15449,1-735083647,2012-04-27T16:05:15+01:00,Accepted,In Progress,V3_2,Org line C,G373,Low,PROD455,se,Sweden
15450,1-735083647,2012-04-27T16:09:22+01:00,Queued,Awaiting Assignment,V3_2,Org line C,S49,Low,PROD455,se,Sweden
15451,1-735083647,2012-05-01T10:10:31+01:00,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,POLAND
15452,1-735083647,2012-05-01T10:11:29+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G373,Low,PROD455,se,POLAND
15453,1-735083647,2012-05-02T07:27:50+01:00,Accepted,In Progress,V3_2,Org line C,G373,Low,PROD455,se,Sweden
15454,1-735083647,2012-05-02T07:29:09+01:00,Queued,Awaiting Assignment,V3_2,Org line C,S49,Low,PROD455,se,Sweden
15455,1-735083647,2012-05-02T08:41:17+01:00,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,POLAND
15456,1-735083647,2012-05-02T08:41:23+01:00,Accepted,Assigned,V3_2,Org line C,S49,Low,PROD455,se,POLAND
15457,1-735083647,2012-05-02T09:50:50+01:00,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,POLAND
15458,1-735083647,2012-05-02T09:56:15+01:00,Accepted,Wait - Vendor,V3_2,Org line C,S49,Low,PROD455,se,POLAND
15459,1-735084802,2012-04-27T15:36:14+01:00,Accepted,In Progress,,Org line V2,T12,Medium,PROD615,se,Sweden
15460,1-735084802,2012-04-27T15:36:29+01:00,Accepted,In Progress,,Org line V2,T12,Medium,PROD615,se,Sweden
15461,1-735084802,2012-04-27T15:41:18+01:00,Queued,Awaiting Assignment,,Org line V2,T6 2nd,Medium,PROD615,se,Sweden
15462,1-735084802,2012-04-27T16:01:06+01:00,Queued,Awaiting Assignment,,Org line V2,T12,Medium,PROD615,se,Sweden
15463,1-735084802,2012-04-27T16:01:07+01:00,Accepted,In Progress,,Org line V2,T12,Medium,PROD615,se,Sweden
15464,1-735084802,2012-04-27T16:01:49+01:00,Queued,Awaiting Assignment,,Org line V2,T10 2nd,Medium,PROD615,se,Sweden
