,SR_Number,Unnamed: 0,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),time_from_midnight,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Assigned,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=Closed,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer
9053,1-730975807,10265,Queued,Awaiting Assignment,V3_2,Org line C,S24,Low,PROD253,se,POLAND,0.308,0.157,42875.302,Friday,2,1,0,0,0,0,0,0,0,0,0
9054,1-730975807,10266,Queued,Awaiting Assignment,V3_2,Org line C,S24,Low,PROD253,se,POLAND,0.309,0.001,42875.303,Friday,2,2,0,0,0,0,0,0,0,0,0
9055,1-730992013,10268,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.0,0.0,42874.48,Friday,1,0,0,0,0,0,0,0,0,0,0
9056,1-730992013,10269,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.096,0.096,42874.576,Friday,2,0,0,0,0,0,0,0,0,0,0
9057,1-730992013,10270,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,1.181,1.085,42875.661,Friday,3,0,0,0,0,0,0,0,0,0,0
9058,1-730992013,10271,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD424,pl,POLAND,1.209,0.028,42875.689,Friday,3,1,0,0,0,0,0,0,0,0,0
9059,1-730992013,10272,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,1.863,0.654,42876.343,Friday,4,1,0,0,0,0,0,0,0,0,0
9060,1-730992013,10273,Accepted,Assigned,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,1.916,0.053,42876.396,Friday,4,1,0,0,0,1,0,0,0,0,0
9061,1-730992013,10274,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,4.89,2.974,42879.37,Friday,5,1,0,0,0,1,0,0,0,0,0
9062,1-730992013,10275,Accepted,Wait - User,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,5.165,0.275,42879.645,Friday,5,1,0,1,0,1,0,0,0,0,0
9063,1-730992013,10276,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,70.086,64.921,42944.566,Friday,6,1,0,1,0,1,0,0,0,0,0
9064,1-730992013,10277,Accepted,Wait - User,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,70.267,0.181,42944.747,Friday,6,1,0,2,0,1,0,0,0,0,0
9065,1-730992013,10278,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,pl,INDIA,79.272,9.005,42953.752,Friday,7,1,0,2,0,1,0,0,0,0,0
9066,1-730992516,10280,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD494,pl,INDIA,0.0,0.0,42875.935,Friday,1,0,0,0,0,0,0,0,0,0,0
9067,1-730997166,10282,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD344,se,POLAND,0.0,0.0,42875.921,Friday,1,0,0,0,0,0,0,0,0,0,0
9068,1-730997166,10283,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD344,se,POLAND,0.052,0.052,42875.973,Friday,2,0,0,0,0,0,0,0,0,0,0
9069,1-730997166,10284,Queued,Awaiting Assignment,A2_4,Org line A2,V31 2nd,Low,PROD344,se,POLAND,0.586,0.534,42876.507,Friday,2,1,0,0,0,0,0,0,0,0,0
9070,1-730997865,10286,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD749,in,POLAND,0.0,0.0,42878.183,Friday,1,0,0,0,0,0,0,0,0,0,0
9071,1-730997865,10287,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD749,in,POLAND,0.593,0.593,42878.776,Friday,2,0,0,0,0,0,0,0,0,0,0
9072,1-730997865,10288,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD749,in,POLAND,0.816,0.223,42878.999,Friday,2,1,0,0,0,0,0,0,0,0,0
9073,1-730997865,10289,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD749,in,POLAND,160.218,159.402,43038.401,Friday,3,1,0,0,0,0,0,0,0,0,0
9074,1-730997865,10290,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD749,in,POLAND,160.225,0.007,43038.408,Friday,3,1,0,0,0,1,0,0,0,0,0
9075,1-730997865,10291,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD749,in,POLAND,167.821,7.596,43046.004,Friday,4,1,0,0,0,1,0,0,0,0,0
9076,1-731025329,10293,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD631,in,POLAND,0.0,0.0,42875.797,Friday,1,0,0,0,0,0,0,0,0,0,0
9077,1-731025329,10294,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD631,in,POLAND,0.011,0.011,42875.808,Friday,2,0,0,0,0,0,0,0,0,0,0
9078,1-731025329,10295,Queued,Awaiting Assignment,A2_2,Org line A2,G22 2nd,Medium,PROD631,in,POLAND,0.147,0.136,42875.944,Friday,2,1,0,0,0,0,0,0,0,0,0
9079,1-731025329,10296,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Medium,PROD631,in,Sweden,11.859,11.712,42887.656,Friday,3,1,0,0,0,0,0,0,0,0,0
9080,1-731050483,10298,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,us,Brazil,0.0,0.0,42877.212,Friday,1,0,0,0,0,0,0,0,0,0,0
9081,1-731050483,10299,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,us,Brazil,0.064,0.064,42877.276,Friday,2,0,0,0,0,0,0,0,0,0,0
9082,1-731050483,10300,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,us,Brazil,0.332,0.268,42877.544,Friday,3,0,0,0,0,0,0,0,0,0,0
9083,1-731050483,10301,Queued,Awaiting Assignment,V3_2,Org line C,M8,Low,PROD424,us,Brazil,0.346,0.014,42877.558,Friday,3,1,0,0,0,0,0,0,0,0,0
9084,1-731050483,10302,Accepted,In Progress,V3_2,Org line C,M8,Low,PROD424,us,Sweden,69.318,68.972,42946.53,Friday,4,1,0,0,0,0,0,0,0,0,0
9085,1-731050483,10303,Accepted,Wait - User,V3_2,Org line C,M8,Low,PROD424,us,Sweden,69.322,0.004,42946.534,Friday,4,1,0,1,0,0,0,0,0,0,0
9086,1-731050483,10304,Queued,Awaiting Assignment,V3_2,Org line C,N42,Low,PROD424,us,Sweden,169.115,99.793,43046.327,Friday,4,2,0,1,0,0,0,0,0,0,0
9087,1-731050573,10306,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD14,pl,Brazil,0.0,0.0,42883.512,Friday,1,0,0,0,0,0,0,0,0,0,0
9088,1-731050573,10307,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD14,pl,Brazil,0.056,0.056,42883.568,Friday,2,0,0,0,0,0,0,0,0,0,0
9089,1-731050573,10308,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD14,pl,Brazil,1.65,1.594,42885.162,Friday,2,1,0,0,0,0,0,0,0,0,0
9090,1-731050573,10309,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD14,pl,Brazil,1.652,0.002,42885.164,Friday,3,1,0,0,0,0,0,0,0,0,0
9091,1-731050573,10310,Accepted,Wait,V3_2,Org line C,G97,Low,PROD14,pl,Brazil,1.66,0.008,42885.172,Friday,3,1,0,0,0,0,1,0,0,0,0
9092,1-731050573,10311,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD14,pl,Brazil,11.57,9.91,42895.082,Friday,3,2,0,0,0,0,1,0,0,0,0
9093,1-731050573,10312,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD14,pl,Sweden,296.08,284.51,43179.592,Friday,4,2,0,0,0,0,1,0,0,0,0
9094,1-731050573,10313,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD14,pl,Sweden,296.084,0.004,43179.596,Friday,4,3,0,0,0,0,1,0,0,0,0
9095,1-731064118,10315,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,fr,Brazil,0.0,0.0,42877.824,Friday,1,0,0,0,0,0,0,0,0,0,0
9096,1-731064118,10316,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,fr,Brazil,0.107,0.107,42877.931,Friday,2,0,0,0,0,0,0,0,0,0,0
9097,1-731064788,10318,Accepted,In Progress,V3_2,Org line C,S37,Low,PROD704,se,Sweden,0.0,0.0,42882.559,Friday,1,0,0,0,0,0,0,0,0,0,0
9098,1-731064788,10319,Accepted,In Progress,V3_2,Org line C,S37,Low,PROD704,se,Sweden,0.057,0.057,42882.616,Friday,2,0,0,0,0,0,0,0,0,0,0
9099,1-731064951,10321,Accepted,In Progress,V3_2,Org line C,S36,Low,PROD326,se,Sweden,0.0,0.0,42877.237,Friday,1,0,0,0,0,0,0,0,0,0,0
9100,1-731064951,10322,Accepted,In Progress,V3_2,Org line C,S36,Low,PROD326,se,Sweden,0.548,0.548,42877.785,Friday,2,0,0,0,0,0,0,0,0,0,0
9101,1-731064951,10323,Queued,Awaiting Assignment,E_5,Org line C,G75,Low,PROD326,se,Sweden,0.646,0.098,42877.883,Friday,2,1,0,0,0,0,0,0,0,0,0
9102,1-731064951,10324,Accepted,In Progress,E_5,Org line C,G75,Low,PROD326,se,INDIA,1.108,0.462,42878.345,Friday,3,1,0,0,0,0,0,0,0,0,0
9103,1-731064951,10325,Queued,Awaiting Assignment,E_2,Org line C,G57 2nd,Low,PROD326,se,INDIA,1.259,0.151,42878.496,Friday,3,2,0,0,0,0,0,0,0,0,0
9104,1-731064951,10326,Accepted,In Progress,E_2,Org line C,G57 2nd,Low,PROD326,se,Sweden,1.513,0.254,42878.75,Friday,4,2,0,0,0,0,0,0,0,0,0
9105,1-731064951,10327,Accepted,Wait - Customer,E_2,Org line C,G57 2nd,Low,PROD326,se,Sweden,2.543,1.03,42879.78,Friday,4,2,0,0,0,0,0,0,0,0,1
9106,1-731064951,10328,Accepted,Wait - User,E_2,Org line C,G57 2nd,Low,PROD326,se,Sweden,2.546,0.003,42879.783,Friday,4,2,0,1,0,0,0,0,0,0,1
9107,1-731064951,10329,Accepted,In Progress,E_2,Org line C,G57 2nd,Low,PROD326,se,Sweden,66.388,63.842,42943.625,Friday,5,2,0,1,0,0,0,0,0,0,1
9108,1-731064951,10330,Queued,Awaiting Assignment,V3_2,Org line C,N6,Low,PROD326,se,Sweden,66.869,0.481,42944.106,Friday,5,3,0,1,0,0,0,0,0,0,1
9109,1-731064951,10331,Accepted,In Progress,V3_2,Org line C,N6,Low,PROD326,se,Sweden,67.093,0.224,42944.33,Friday,6,3,0,1,0,0,0,0,0,0,1
9110,1-731065059,10333,Accepted,In Progress,V3_2,Org line C,S36,Medium,PROD181,pl,Sweden,0.0,0.0,42878.011,Friday,1,0,0,0,0,0,0,0,0,0,0
9111,1-731065059,10334,Accepted,In Progress,V3_2,Org line C,S36,Medium,PROD181,pl,Sweden,0.198,0.198,42878.209,Friday,2,0,0,0,0,0,0,0,0,0,0
9112,1-731065059,10335,Accepted,In Progress,V3_2,Org line C,S36,Medium,PROD181,pl,Sweden,1.059,0.861,42879.07,Friday,3,0,0,0,0,0,0,0,0,0,0
9113,1-731065059,10336,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD181,pl,Sweden,1.152,0.093,42879.163,Friday,3,1,0,0,0,0,0,0,0,0,0
9114,1-731065059,10337,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD181,pl,INDIA,1.679,0.527,42879.69,Friday,4,1,0,0,0,0,0,0,0,0,0
9115,1-731065059,10338,Accepted,Wait - User,E_5,Org line C,G92,Medium,PROD181,pl,INDIA,1.689,0.01,42879.7,Friday,4,1,0,1,0,0,0,0,0,0,0
9116,1-731065059,10339,Queued,Awaiting Assignment,E_4,Org line C,G88 2nd,Medium,PROD181,pl,INDIA,2.34,0.651,42880.351,Friday,4,2,0,1,0,0,0,0,0,0,0
9117,1-731065059,10340,Accepted,In Progress,E_4,Org line C,G88 2nd,Medium,PROD181,pl,INDIA,49.618,47.278,42927.629,Friday,5,2,0,1,0,0,0,0,0,0,0
9118,1-731065059,10341,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD181,pl,INDIA,50.918,1.3,42928.929,Friday,5,3,0,1,0,0,0,0,0,0,0
9119,1-731065059,10342,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD181,pl,INDIA,51.074,0.156,42929.085,Friday,6,3,0,1,0,0,0,0,0,0,0
9120,1-731065059,10343,Queued,Awaiting Assignment,V3_2,Org line C,S36,Medium,PROD181,pl,INDIA,52.584,1.51,42930.595,Friday,6,4,0,1,0,0,0,0,0,0,0
9121,1-731065059,10344,Accepted,In Progress,V3_2,Org line C,S36,Medium,PROD181,pl,Sweden,54.113,1.529,42932.124,Friday,7,4,0,1,0,0,0,0,0,0,0
9122,1-731065059,10345,Queued,Awaiting Assignment,E_6,Org line C,G334 2nd,Medium,PROD181,pl,Sweden,54.281,0.168,42932.292,Friday,7,5,0,1,0,0,0,0,0,0,0
9123,1-731065059,10346,Accepted,In Progress,E_6,Org line C,G334 2nd,Medium,PROD181,pl,Sweden,61.151,6.87,42939.162,Friday,8,5,0,1,0,0,0,0,0,0,0
9124,1-731065059,10347,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD181,pl,Sweden,62.795,1.644,42940.806,Friday,8,6,0,1,0,0,0,0,0,0,0
9125,1-731065059,10348,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD181,pl,INDIA,66.786,3.991,42944.797,Friday,9,6,0,1,0,0,0,0,0,0,0
9126,1-731065059,10349,Accepted,Wait - User,E_5,Org line C,G92,Medium,PROD181,pl,INDIA,66.799,0.013,42944.81,Friday,9,6,0,2,0,0,0,0,0,0,0
9127,1-731065059,10350,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD181,pl,INDIA,140.573,73.774,43018.584,Friday,9,7,0,2,0,0,0,0,0,0,0
9128,1-731065133,10352,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,0.0,0.0,42878.553,Friday,1,0,0,0,0,0,0,0,0,0,0
9129,1-731065133,10353,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,1.533,1.533,42880.086,Friday,2,0,0,0,0,0,0,0,0,0,0
9130,1-731065133,10354,Completed,Resolved,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,3.172,1.639,42881.725,Friday,2,0,1,0,0,0,0,0,0,0,0
9131,1-731065133,10355,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,174.663,171.491,43053.216,Friday,3,0,1,0,0,0,0,0,0,0,0
9132,1-731065133,10356,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,174.672,0.009,43053.225,Friday,3,1,1,0,0,0,0,0,0,0,0
9133,1-731065533,10358,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden,0.0,0.0,42882.901,Friday,1,0,0,0,0,0,0,0,0,0,0
9134,1-731065533,10359,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden,0.044,0.044,42882.945,Friday,2,0,0,0,0,0,0,0,0,0,0
9135,1-731065533,10360,Queued,Awaiting Assignment,A2_1,Org line A2,N14 2nd,Medium,PROD776,se,Sweden,0.143,0.099,42883.044,Friday,2,1,0,0,0,0,0,0,0,0,0
9136,1-731065533,10361,Accepted,In Progress,A2_1,Org line A2,N14 2nd,Medium,PROD776,se,POLAND,57.901,57.758,42940.802,Friday,3,1,0,0,0,0,0,0,0,0,0
9137,1-731065533,10362,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD776,se,POLAND,58.047,0.146,42940.948,Friday,3,2,0,0,0,0,0,0,0,0,0
9138,1-731065533,10363,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden,63.493,5.446,42946.394,Friday,4,2,0,0,0,0,0,0,0,0,0
9139,1-731065533,10364,Accepted,Wait - User,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden,63.506,0.013,42946.407,Friday,4,2,0,1,0,0,0,0,0,0,0
9140,1-731069701,10366,Accepted,In Progress,missing,Org line G4,G51 2nd,Medium,PROD743,se,INDIA,0.0,0.0,42881.332,Friday,1,0,0,0,0,0,0,0,0,0,0
9141,1-731069701,10367,Queued,Awaiting Assignment,V3_2,Org line C,M9,Medium,PROD743,se,INDIA,0.339,0.339,42881.671,Friday,1,1,0,0,0,0,0,0,0,0,0
9142,1-731073050,10369,Accepted,In Progress,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,0.0,0.0,42880.339,Friday,1,0,0,0,0,0,0,0,0,0,0
9143,1-731073050,10370,Accepted,In Progress,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,0.113,0.113,42880.452,Friday,2,0,0,0,0,0,0,0,0,0,0
9144,1-731073050,10371,Queued,Awaiting Assignment,V3_2,Org line C,S49,Medium,PROD455,se,Sweden,0.194,0.081,42880.533,Friday,2,1,0,0,0,0,0,0,0,0,0
9145,1-731073050,10372,Accepted,In Progress,V3_2,Org line C,S49,Medium,PROD455,se,Sweden,69.68,69.486,42950.019,Friday,3,1,0,0,0,0,0,0,0,0,0
9146,1-731073050,10373,Accepted,Wait,V3_2,Org line C,S49,Medium,PROD455,se,Sweden,69.722,0.042,42950.061,Friday,3,1,0,0,0,0,1,0,0,0,0
9147,1-731088011,10375,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD805,in,Sweden,0.0,0.0,42878.272,Friday,1,0,0,0,0,0,0,0,0,0,0
9148,1-731088011,10376,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD805,in,Sweden,0.002,0.002,42878.274,Friday,2,0,0,0,0,0,0,0,0,0,0
9149,1-731088011,10377,Queued,Awaiting Assignment,E_10,Org line C,G271 2nd,Medium,PROD805,in,Sweden,0.067,0.065,42878.339,Friday,2,1,0,0,0,0,0,0,0,0,0
9150,1-731088011,10378,Accepted,In Progress,E_10,Org line C,G271 2nd,Medium,PROD805,in,Sweden,0.247,0.18,42878.519,Friday,3,1,0,0,0,0,0,0,0,0,0
9151,1-731088011,10379,Queued,Awaiting Assignment,E_10,Org line C,G266 2nd,Medium,PROD805,in,Sweden,0.611,0.364,42878.883,Friday,3,2,0,0,0,0,0,0,0,0,0
9152,1-731088401,10381,Accepted,In Progress,missing,Org line V5,V21 2nd,Low,OTHERS,us,USA,0.0,0.0,42879.418,Friday,1,0,0,0,0,0,0,0,0,0,0
9153,1-731094128,10383,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,POLAND,0.0,0.0,42879.339,Friday,1,0,0,0,0,0,0,0,0,0,0
9154,1-731094128,10384,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,POLAND,0.205,0.205,42879.544,Friday,2,0,0,0,0,0,0,0,0,0,0
9155,1-731094128,10385,Queued,Awaiting Assignment,A2_2,Org line A2,G22 2nd,Low,PROD698,pl,POLAND,0.257,0.052,42879.596,Friday,2,1,0,0,0,0,0,0,0,0,0
9156,1-731094128,10386,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Low,PROD698,pl,Sweden,90.432,90.175,42969.771,Friday,3,1,0,0,0,0,0,0,0,0,0
9157,1-731094128,10387,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD698,pl,Sweden,90.521,0.089,42969.86,Friday,3,2,0,0,0,0,0,0,0,0,0
9158,1-731094128,10388,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,Sweden,299.898,209.377,43179.237,Friday,4,2,0,0,0,0,0,0,0,0,0
9159,1-731094128,10389,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD698,pl,Sweden,299.903,0.005,43179.242,Friday,4,3,0,0,0,0,0,0,0,0,0
9160,1-731094128,10390,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,POLAND,507.049,207.146,43386.388,Friday,5,3,0,0,0,0,0,0,0,0,0
9161,1-731094429,10392,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD424,pl,POLAND,0.0,0.0,42881.572,Friday,1,0,0,0,0,0,0,0,0,0,0
9162,1-731094429,10393,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD424,pl,POLAND,0.071,0.071,42881.643,Friday,2,0,0,0,0,0,0,0,0,0,0
9163,1-731094429,10394,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD424,pl,POLAND,0.751,0.68,42882.323,Friday,3,0,0,0,0,0,0,0,0,0,0
9164,1-731094429,10395,Queued,Awaiting Assignment,E_7,Org line C,G162 2nd,Medium,PROD424,pl,POLAND,0.964,0.213,42882.536,Friday,3,1,0,0,0,0,0,0,0,0,0
9165,1-731094429,10396,Accepted,In Progress,E_7,Org line C,G162 2nd,Medium,PROD424,pl,INDIA,48.154,47.19,42929.726,Friday,4,1,0,0,0,0,0,0,0,0,0
9166,1-731094429,10397,Queued,Awaiting Assignment,E_5,Org line C,G73,Medium,PROD424,pl,INDIA,52.133,3.979,42933.705,Friday,4,2,0,0,0,0,0,0,0,0,0
9167,1-731094429,10398,Accepted,In Progress,E_5,Org line C,G73,Medium,PROD424,pl,INDIA,56.833,4.7,42938.405,Friday,5,2,0,0,0,0,0,0,0,0,0
9168,1-731094429,10399,Accepted,Wait - User,E_5,Org line C,G73,Medium,PROD424,pl,INDIA,56.95,0.117,42938.522,Friday,5,2,0,1,0,0,0,0,0,0,0
9169,1-731094429,10400,Accepted,In Progress,E_5,Org line C,G73,Medium,PROD424,pl,INDIA,133.445,76.495,43015.017,Friday,6,2,0,1,0,0,0,0,0,0,0
9170,1-731094429,10401,Queued,Awaiting Assignment,E_7,Org line C,G162 2nd,Medium,PROD424,pl,INDIA,136.344,2.899,43017.916,Friday,6,3,0,1,0,0,0,0,0,0,0
9171,1-731094429,10402,Accepted,In Progress,E_7,Org line C,G162 2nd,Medium,PROD424,pl,INDIA,138.448,2.104,43020.02,Friday,7,3,0,1,0,0,0,0,0,0,0
9172,1-731094429,10403,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD424,pl,INDIA,145.468,7.02,43027.04,Friday,7,4,0,1,0,0,0,0,0,0,0
9173,1-731094429,10404,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD424,pl,POLAND,156.92,11.452,43038.492,Friday,8,4,0,1,0,0,0,0,0,0,0
9174,1-731094556,10406,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD698,be,Belgium,0.0,0.0,42882.234,Friday,1,0,0,0,0,0,0,0,0,0,0
9175,1-731094556,10407,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD698,be,Belgium,0.054,0.054,42882.288,Friday,2,0,0,0,0,0,0,0,0,0,0
9176,1-731100012,10409,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD104,in,POLAND,0.0,0.0,42878.99,Friday,1,0,0,0,0,0,0,0,0,0,0
9177,1-731100012,10410,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD104,in,POLAND,0.224,0.224,42879.214,Friday,2,0,0,0,0,0,0,0,0,0,0
9178,1-731100012,10411,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD104,in,POLAND,1.05,0.826,42880.04,Friday,2,1,0,0,0,0,0,0,0,0,0
9179,1-731100012,10412,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD104,in,INDIA,2.058,1.008,42881.048,Friday,3,1,0,0,0,0,0,0,0,0,0
9180,1-731100012,10413,Accepted,Wait - User,E_5,Org line C,G92,Medium,PROD104,in,INDIA,2.144,0.086,42881.134,Friday,3,1,0,1,0,0,0,0,0,0,0
9181,1-731100012,10414,Accepted,Assigned,E_5,Org line C,G92,Medium,PROD104,in,INDIA,68.614,66.47,42947.604,Friday,3,1,0,1,0,1,0,0,0,0,0
9182,1-731100012,10415,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD104,in,INDIA,75.557,6.943,42954.547,Friday,4,1,0,1,0,1,0,0,0,0,0
9183,1-731100012,10416,Accepted,Wait,E_5,Org line C,G92,Medium,PROD104,in,INDIA,75.599,0.042,42954.589,Friday,4,1,0,1,0,1,1,0,0,0,0
9184,1-731100012,10417,Accepted,Assigned,E_5,Org line C,G92,Medium,PROD104,in,INDIA,96.856,21.257,42975.846,Friday,4,1,0,1,0,2,1,0,0,0,0
9185,1-731100012,10418,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD104,in,INDIA,182.508,85.652,43061.498,Friday,5,1,0,1,0,2,1,0,0,0,0
9186,1-731100744,10420,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD92,be,Belgium,0.0,0.0,42881.17,Friday,1,0,0,0,0,0,0,0,0,0,0
9187,1-731100744,10421,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD92,be,Belgium,0.035,0.035,42881.205,Friday,2,0,0,0,0,0,0,0,0,0,0
9188,1-731102081,10423,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD514,be,POLAND,0.0,0.0,42879.053,Friday,1,0,0,0,0,0,0,0,0,0,0
9189,1-731102081,10424,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD514,be,POLAND,0.007,0.007,42879.06,Friday,2,0,0,0,0,0,0,0,0,0,0
9190,1-731102310,10426,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,0.0,0.0,42881.443,Friday,1,0,0,0,0,0,0,0,0,0,0
9191,1-731102310,10427,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD453,se,Sweden,0.01,0.01,42881.453,Friday,2,0,0,0,0,0,0,0,0,0,0
9192,1-731113654,10429,Accepted,In Progress,A2_4,Org line A2,V36 3rd,High,PROD578,fr,France,0.0,0.0,42881.929,Friday,1,0,0,0,0,0,0,0,0,0,0
9193,1-731117221,10431,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD261,fr,POLAND,0.0,0.0,42880.57,Friday,1,0,0,0,0,0,0,0,0,0,0
9194,1-731117221,10432,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD261,fr,POLAND,0.034,0.034,42880.604,Friday,2,0,0,0,0,0,0,0,0,0,0
9195,1-731117221,10433,Accepted,Wait,V3_2,Org line C,G96,Low,PROD261,fr,POLAND,1.717,1.683,42882.287,Friday,2,0,0,0,0,0,1,0,0,0,0
9196,1-731117221,10434,Queued,Awaiting Assignment,V3_2,Org line C,V26,Low,PROD261,fr,POLAND,7.404,5.687,42887.974,Friday,2,1,0,0,0,0,1,0,0,0,0
9197,1-731117221,10435,Accepted,In Progress,V3_2,Org line C,V26,Low,PROD261,fr,France,59.179,51.775,42939.749,Friday,3,1,0,0,0,0,1,0,0,0,0
9198,1-731123267,10437,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD805,in,Brazil,0.0,0.0,42881.575,Friday,1,0,0,0,0,0,0,0,0,0,0
9199,1-731123267,10438,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD805,in,Brazil,0.061,0.061,42881.636,Friday,2,0,0,0,0,0,0,0,0,0,0
9200,1-731123267,10439,Queued,Awaiting Assignment,A2_3,Org line A2,M3 2nd,Low,PROD805,in,Brazil,0.241,0.18,42881.816,Friday,2,1,0,0,0,0,0,0,0,0,0
9201,1-731123267,10440,Accepted,In Progress,A2_3,Org line A2,M3 2nd,Low,PROD805,in,Sweden,58.768,58.527,42940.343,Friday,3,1,0,0,0,0,0,0,0,0,0
